AAAÑO,MMES,QCATEGORÍAS,INTIPO,IDDISTRITO,DPROVINCIA,QLUG,IDSITTURI,ADACTIV,NVISIT,QPROVENENCIA,PPRECIO
2018,abril,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,449,Nacional,S/ 30
2018,abril,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,1264,extranjero,S/ 65
2018,abril,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,abril,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,extranjero,S/ 65
2018,abril,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,abril,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,extranjero,S/ 65
2018,abril,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,3,Nacional,S/ 30
2018,abril,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,129,extranjero,S/ 65
2018,abril,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,Nacional,S/ 30
2018,abril,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,extranjero,S/ 65
2018,abril,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,5,Nacional,S/ 30
2018,abril,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,373,extranjero,S/ 65
2018,abril,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,Nacional,S/ 30
2018,abril,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,5,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,5702,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,2865,extranjero,S/ 65
2018,mayo,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 71,Turismo,473,Nacional,S/ 30
2018,mayo,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,246,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",9,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",842,extranjero,S/ 65
2018,mayo,Aventura,exonerado,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",1,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,2717,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,866,extranjero,S/ 65
2018,mayo,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,173,Nacional,S/ 30
2018,mayo,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,110,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",0,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",0,extranjero,S/ 65
2018,mayo,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",0,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 65
2018,mayo,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,951,Nacional,S/ 30
2018,mayo,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,1,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,86,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,503,extranjero,S/ 65
2018,mayo,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,0,Nacional,S/ 30
2018,mayo,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,81,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,0,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,32,extranjero,S/ 65
2018,mayo,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,0,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,7,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,38,extranjero,S/ 65
2018,mayo,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,2,Nacional,S/ 30
2018,mayo,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,3,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,39,extranjero,S/ 65
2018,mayo,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,3,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,263,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,61,extranjero,S/ 65
2018,mayo,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,5,Nacional,S/ 30
2018,mayo,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,6,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,4,extranjero,S/ 65
2018,mayo,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 65
2018,mayo,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,1916,Nacional,S/ 30
2018,mayo,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,479,extranjero,S/ 65
2018,mayo,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Nacional,S/ 30
2018,mayo,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 65
2018,mayo,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,490,Nacional,S/ 30
2018,mayo,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,1396,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,6,extranjero,S/ 65
2018,mayo,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,3,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,278,extranjero,S/ 65
2018,mayo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,extranjero,S/ 65
2018,mayo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,6,Nacional,S/ 30
2018,mayo,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,851,extranjero,S/ 65
2018,mayo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,Nacional,S/ 30
2018,mayo,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,14,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,5440,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,2632,extranjero,S/ 65
2018,junio,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 71,Turismo,337,Nacional,S/ 30
2018,junio,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,307,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",58,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",884,extranjero,S/ 65
2018,junio,Aventura,exonerado,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",0,Nacional,S/ 30
2018,junio,Aventura,exonerado,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",0,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,2432,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,766,extranjero,S/ 65
2018,junio,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,575,Nacional,S/ 30
2018,junio,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,193,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",16,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",130,extranjero,S/ 65
2018,junio,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",0,Nacional,S/ 30
2018,junio,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",0,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 65
2018,junio,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,716,Nacional,S/ 30
2018,junio,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,10,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,184,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,795,extranjero,S/ 65
2018,junio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,2,Nacional,S/ 30
2018,junio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,169,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,2,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,55,extranjero,S/ 65
2018,junio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,0,Nacional,S/ 30
2018,junio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,0,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,21,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,23,extranjero,S/ 65
2018,junio,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,2,Nacional,S/ 30
2018,junio,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,7,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,1,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,55,extranjero,S/ 65
2018,junio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,0,Nacional,S/ 30
2018,junio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,0,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,280,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,113,extranjero,S/ 65
2018,junio,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,Nacional,S/ 30
2018,junio,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,0,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,extranjero,S/ 65
2018,junio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2018,junio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 65
2018,junio,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,2210,Nacional,S/ 30
2018,junio,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,293,extranjero,S/ 65
2018,junio,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Nacional,S/ 30
2018,junio,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 65
2018,junio,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,687,Nacional,S/ 30
2018,junio,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,1745,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,22,extranjero,S/ 65
2018,junio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,junio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,13,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,472,extranjero,S/ 65
2018,junio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,Nacional,S/ 30
2018,junio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,extranjero,S/ 65
2018,junio,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,17,Nacional,S/ 30
2018,junio,Aventura,Con boleto ,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,835,extranjero,S/ 65
2018,junio,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,Nacional,S/ 30
2018,junio,Aventura,exonerado,San Marcos,Huari,Huaripampa,Huaripampa,trekking Huaripampa - Santa Cruz,0,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 69,Turismo,17765,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 70,Turismo,3439,extranjero,S/ 65
2018,julio,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 71,Turismo,807,Nacional,S/ 30
2018,julio,convencional,exonerado,Yungay,Yungay,Llanganuco,laguna Chinancocha y laguna 72,Turismo,277,extranjero,S/ 65
2018,julio,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",32,Nacional,S/ 30
2018,julio,Aventura,Con boleto ,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",1148,extranjero,S/ 65
2018,julio,Aventura,exonerado,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",0,Nacional,S/ 30
2018,julio,Aventura,exonerado,Yungay,Yungay,Llanganuco,PNH,"escalada a los nevados Pisco, Yanapaccha, Chacraraju, Huandoy y Chopicalqui",0,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,8356,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Catac,Recuay,carpa,Pastoruri,Turismo,955,extranjero,S/ 65
2018,julio,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,504,Nacional,S/ 30
2018,julio,convencional,exonerado,Catac,Recuay,carpa,Pastoruri,Turismo,70,extranjero,S/ 65
2018,julio,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",20,Nacional,S/ 30
2018,julio,Aventura,Con boleto ,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",485,extranjero,S/ 65
2018,julio,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",26,Nacional,S/ 30
2018,julio,Aventura,exonerado,Huaraz,Huaraz,Ishinca,PNH,"escalada a los nevados de Ishinca, Urus, Aquillpo y Tocllaraju",0,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,0,extranjero,S/ 65
2018,julio,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,1285,Nacional,S/ 30
2018,julio,convencional,exonerado,Acopalca,Huari,Purhuay,laguna Purhuay,Turismo,27,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,405,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,954,extranjero,S/ 65
2018,julio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,35,Nacional,S/ 30
2018,julio,convencional,exonerado,Independencia,Huaraz,Quillcayhuanca,Laguna Churup,Turismo,196,extranjero,S/ 65
2018,julio,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,8,Nacional,S/ 30
2018,julio,Aventura,Con boleto ,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,94,extranjero,S/ 65
2018,julio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,35,Nacional,S/ 30
2018,julio,Aventura,exonerado,Independencia,Huaraz,Quillcayhuanca,Quillcayhuanca,Treking Quillcayhuanca - Cojup,0,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,54,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,39,extranjero,S/ 65
2018,julio,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,0,Nacional,S/ 30
2018,julio,convencional,exonerado,Independencia,Huaraz,Llaca,laguna Llaca,Turismo,25,extranjero,S/ 65
2018,julio,Aventura,Con boleto ,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,10,Nacional,S/ 30
2018,julio,Aventura,Con boleto ,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,48,extranjero,S/ 65
2018,julio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,5,Nacional,S/ 30
2018,julio,Aventura,exonerado,Independencia,Huaraz,Llaca,Llaca,escalada del nevado Ocshapalca y al nevado Vallunaraju,29,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,1080,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,153,extranjero,S/ 65
2018,julio,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,39,Nacional,S/ 30
2018,julio,convencional,exonerado,Shilla,Carhuaz,Ulta,Punta olimpica,Turismo,13,extranjero,S/ 65
2018,julio,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2018,julio,Aventura,Con boleto ,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,12,extranjero,S/ 65
2018,julio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,Nacional,S/ 30
2018,julio,Aventura,exonerado,Shilla,Carhuaz,Ulta,Ulta,escalada al nevado Contrahierbas,0,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,0,extranjero,S/ 65
2018,julio,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,10980,Nacional,S/ 30
2018,julio,convencional,exonerado,Chavin ,Huaraz,Querococha,Laguna Querocoha,Turismo,1062,extranjero,S/ 65
2018,julio,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,Nacional,S/ 30
2018,julio,convencional,Con boleto ,Caraz,Huaylas,Paron,Laguna Paron,Turismo,0,extranjero,S/ 65
2018,julio,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,4685,Nacional,S/ 30
2018,julio,convencional,exonerado,Caraz,Huaylas,Paron,Laguna Paron,Turismo,1938,extranjero,S/ 65
2018,julio,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,julio,Aventura,Con boleto ,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,31,extranjero,S/ 65
2018,julio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,Nacional,S/ 30
2018,julio,Aventura,exonerado,Caraz,Huaylas,Paron,Paron,escalada al nevado Artesonraju,0,extranjero,S/ 65
2018,julio,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,16,Nacional,S/ 30
2018,julio,Aventura,Con boleto ,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,523,extranjero,S/ 65
2018,julio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,Nacional,S/ 30
2018,julio,Aventura,exonerado,Cashapampa,Sihuas,Cashapampa,Cashapampa,trekking Santa Cruz - Huaripampa,0,extranjero,S/ 65
